var,xgb_importance.Overall,mean_cor,pct_na,boruta
mortgage_rate,0.510423439816486,-0.036343646141458,0,Confirmed
cafe_count_5000_price_1000,0.502501549560137,0.209015597051416,0,Confirmed
railroad_station_avto_min,0.495924574660262,-0.0154352215181003,0,Confirmed
radiation_km,0.491751065144422,-0.00901584467410963,0,Confirmed
raion_popul,0.48253611168992,0.063976489435575,0,Confirmed
sadovoe_km,0.481968168518301,-0.067345156971296,0,Confirmed
trc_sqm_1500,0.474254202470677,0.161046140710727,0,Confirmed
bulvar_ring_km,0.466362657511528,-0.0757405733190317,0,Confirmed
green_part_500,0.45624559434804,-0.0155480485403415,0,Confirmed
area_m,0.456010712909278,-0.0128975178044894,0,Confirmed
cafe_sum_5000_min_price_avg,0.452006754058859,0.0360083394968901,0.0111452023182021,Confirmed
office_sqm_2000,0.44993723425129,0.186552271030887,0,Confirmed
sport_objects_raion,0.43927550246452,0.188437158077601,0,Confirmed
oil_chemistry_km,0.438388565404133,-0.0291233136268298,0,Confirmed
green_part_3000,0.435303803905785,-0.0464949013173229,0,Confirmed
prom_part_3000,0.407250902410032,-0.0448280178818799,0,Confirmed
shopping_centers_km,0.405366253223752,-0.000151373508291362,0,Confirmed
mortgage_value,0.401628699567439,0.041430578267614,0,Confirmed
cafe_sum_3000_min_price_avg,0.398173018368367,0.0167762595622753,0.0307607583982378,Confirmed
balance_trade,0.3901769589026,0.0845755614829411,0,Confirmed
raion_build_count_with_material_info,0.384362814689856,0.113283621875318,0.162824849867569,Confirmed
rent_price_2room_eco,0.369109073438971,0.0381824432354723,0,Confirmed
leisure_count_3000,0.367064080291518,0.227495460315433,0,Confirmed
shopping_centers_raion,0.36648350552167,0.177787144845696,0,Confirmed
income_per_cap,0.365645584954697,0.0716716851453905,0.104450213725644,Confirmed
cafe_count_1000_price_4000,0.365395604520969,0.218103572667193,0,Confirmed
prom_part_500,0.364458730296744,-0.0332357937337221,0,Confirmed
theater_km,0.362662686432143,-0.0369794984674736,0,Confirmed
mday,0.346546682088255,0.00359450929637157,,Rejected
rts,0.346545135361941,0.0662436017328407,0,Confirmed
full_all,0.345048051597664,0.0170988057373967,0,Confirmed
trc_sqm_3000,0.34319514712763,0.140106983631142,0,Confirmed
trc_sqm_2000,0.33021995469755,0.145254915445773,0,Confirmed
cafe_avg_price_5000,0.319818072931462,0.0337253930611578,0.0111452023182021,Confirmed
build_count_1946-1970,0.319027032902517,0.0551571865674091,0.162824849867569,Confirmed
cafe_count_3000_na_price,0.313238078232593,0.228900060060819,0,Confirmed
deposits_rate,0.3128249549996,-0.0391558230834563,0,Confirmed
cpi,0.308346224824546,-0.0827860696447385,0,Confirmed
gdp_quart_growth,0.298256339851997,0.0763454814513683,0,Confirmed
metro_min_walk,0.28860712457155,0.00962502776652682,0.001547216321821,Confirmed
net_capital_export,0.288161299125069,0.0763579173324109,0,Confirmed
cafe_sum_2000_min_price_avg,0.28668528030011,0.0574091056873901,0.0563553877219206,Confirmed
school_education_centers_raion,0.283962894680943,0.0639523821146181,0,Confirmed
ID_metro,0.279735691665931,0.0544854688315816,0,Confirmed
market_count_5000,0.279311299426938,0.0861700949736429,0,Confirmed
office_sqm_1000,0.269859623192825,0.18021662858759,0,Confirmed
wday,0.268510730540116,0.00232323996990448,,Rejected
trc_count_500,0.261495074596257,0.156742704071671,0,Confirmed
green_zone_part,0.261103900146189,-0.0492010842327091,0,Confirmed
cafe_count_1000_price_2500,0.260879035601648,0.226764132349503,0,Confirmed
trc_count_2000,0.256949540575183,0.190240308265309,0,Confirmed
cafe_count_1000_price_high,0.255267217921447,0.15229695330277,0,Rejected
cafe_sum_1500_max_price_avg,0.253982330276667,0.0729895624050162,0.131644507382058,Confirmed
rent_price_4+room_bus,0.244077463232675,-0.0197701949978064,0,Confirmed
cafe_sum_5000_max_price_avg,0.238236214482626,0.0322335626771859,0.0111452023182021,Confirmed
deposits_growth,0.238156963172463,-1.04829607965207e-05,0,Confirmed
cafe_count_1000,0.23368324144452,0.230072540795663,0,Confirmed
material,0.232259884967858,-0.00752500354326914,0.251016180211365,Rejected
trc_count_3000,0.231717352299961,0.184328727895602,0,Confirmed
cafe_count_500_price_1500,0.231621970843957,0.217169573522958,0,Confirmed
cafe_count_5000_na_price,0.230990832854383,0.211276040828825,0,Confirmed
build_count_block,0.230860613229506,0.0243404864453217,0.162824849867569,Confirmed
ekder_female,0.230770166566979,0.0646437711562765,0,Confirmed
big_church_count_3000,0.22860276107985,0.223005318108555,0,Confirmed
cafe_sum_3000_max_price_avg,0.2273099188426,0.0137316837008558,0.0307607583982378,Confirmed
leisure_count_5000,0.226776224610781,0.211696035609945,0,Confirmed
cafe_count_1000_price_1000,0.220399292980796,0.225563842230187,0,Confirmed
cafe_avg_price_1500,0.216388926264221,0.0750928490070027,0.131644507382058,Confirmed
cafe_sum_500_min_price_avg,0.215372358808029,0.0832696121617895,0.431122649673511,Confirmed
cafe_sum_1000_max_price_avg,0.214914822433746,0.0766215647913545,0.203131146251278,Confirmed
build_count_foam,0.214748512528219,0.0354875723761753,0.162824849867569,Tentative
ID_big_road1,0.205717619505034,-0.0276040497837527,0,Confirmed
cafe_count_1500_price_high,0.204409310004648,0.210070668934062,0,Confirmed
oil_urals,0.202112789697152,0.0863642058370041,0,Confirmed
cafe_sum_1500_min_price_avg,0.201615922282323,0.078187089760174,0.131644507382058,Confirmed
cafe_count_500_na_price,0.199107868738038,0.211826552048351,0,Confirmed
ID_railroad_station_walk,0.195749778603989,-0.0190285621942985,0.001547216321821,Confirmed
mortgage_growth,0.1955345626855,0.0553027271160589,0,Confirmed
office_sqm_500,0.189325561340989,0.133960347736271,0,Confirmed
museum_km,0.188927242488425,-0.0347760928346985,0,Confirmed
ID_railroad_terminal,0.187882612997687,0.00156050652632015,0,Confirmed
sport_count_5000,0.187663788051133,0.167407762080976,0,Confirmed
gdp_quart,0.186355773165283,-0.0487451908511223,0,Confirmed
ID_big_road2,0.183216507977789,0.0200109741112058,0,Confirmed
market_count_1000,0.17752219822753,0.0559062438237709,0,Confirmed
cafe_sum_2000_max_price_avg,0.175737717983463,0.0539886782192655,0.0563553877219206,Confirmed
cafe_count_3000_price_1500,0.164597237575823,0.230924615829683,0,Confirmed
male_f,0.161008906181954,0.0169720707080683,0,Confirmed
railroad_station_walk_min,0.160613422994298,-0.0208493259568598,0.001547216321821,Confirmed
cafe_count_2000_price_500,0.158996541594353,0.229967366397999,0,Confirmed
build_count_monolith,0.152841896631719,0.0898734707258296,0.162824849867569,Confirmed
office_raion,0.150452499091775,0.221477805029354,0,Confirmed
metro_km_walk,0.150122751772447,0.00964759405754885,0.001547216321821,Confirmed
cafe_sum_1000_min_price_avg,0.145924568289223,0.0820037260228838,0.203131146251278,Confirmed
ekder_male,0.145153562048721,0.0699031070873011,0,Confirmed
cafe_avg_price_3000,0.142822277225987,0.0149208917149932,0.0307607583982378,Confirmed
trc_sqm_500,0.140811974940138,0.165102745286928,0,Confirmed
7_14_male,0.13678916075942,0.0767044093145396,0,Confirmed
cafe_count_2000_price_4000,0.136624397580207,0.22597732629181,0,Confirmed
build_count_1921-1945,0.136452489998498,0.0924734200825776,0.162824849867569,Confirmed
market_count_3000,0.135559071418321,0.0894684932798377,0,Confirmed
kremlin_km,0.133042400398859,-0.0809572914905579,0,Confirmed
school_quota,0.129857838226467,0.0731820856869572,0.217134765164031,Confirmed
cafe_count_3000_price_500,0.127295796568474,0.229317352691349,0,Confirmed
market_count_500,0.126197620885833,0.0826249501957211,0,Confirmed
sport_count_1500,0.124858818780979,0.17704128871548,0,Confirmed
build_count_brick,0.12009887903139,0.17507196784143,0.162824849867569,Confirmed
market_count_1500,0.119965934222056,0.0673810977433652,0,Confirmed
build_count_mix,0.119104702279929,0.0544600948991567,0.162824849867569,Confirmed
month,0.118285158294634,0.0440419766312164,,Confirmed
big_church_count_1500,0.116583170120624,0.22157410947268,0,Confirmed
balance_trade_growth,0.114192888737073,0.013135587356693,0,Confirmed
cafe_count_1000_na_price,0.11265183375331,0.222362058756613,0,Confirmed
cafe_count_1000_price_1500,0.112178019925917,0.230453873321698,0,Confirmed
mosque_count_5000,0.109898218993335,0.117276876176937,0,Confirmed
cafe_count_3000_price_1000,0.107945071927454,0.229356881539366,0,Confirmed
leisure_count_500,0.106806165785222,0.0514363624087805,0,Confirmed
rent_price_1room_bus,0.105812578262832,0.0622279929362018,0,Confirmed
trc_count_1000,0.103885946505184,0.196326105051466,0,Confirmed
build_count_wood,0.103779001428646,0.0280231924597242,0.162824849867569,Confirmed
rent_price_1room_eco,0.103436732991541,0.0435160872781021,0,Confirmed
cafe_avg_price_500,0.100447279295562,0.0825164412303631,0.431122649673511,Confirmed
office_count_3000,0.0997144992910952,0.226018535866738,0,Confirmed
build_count_after_1995,0.0979575655061371,0.0563380068649035,0.162824849867569,Confirmed
16_29_male,0.0968214582019961,0.0155878393383722,0,Confirmed
build_count_frame,0.095917801766696,0.0175667873706253,0.162824849867569,Confirmed
build_count_1971-1995,0.0936492698401131,0.0504854021873514,0.162824849867569,Confirmed
church_count_1500,0.0886122451194913,0.222583111831386,0,Confirmed
work_all,0.0861459531856722,0.0595964957426916,0,Confirmed
cafe_count_1000_price_500,0.08599952976132,0.226638927409452,0,Confirmed
office_count_2000,0.0859525387428408,0.227318376949695,0,Confirmed
cafe_count_1500_price_500,0.0832992402323465,0.22914667654601,0,Confirmed
trc_count_5000,0.079992707642084,0.161820611816346,0,Confirmed
cafe_sum_500_max_price_avg,0.079941297405566,0.0819091566357414,0.431122649673511,Confirmed
big_church_count_1000,0.0790841164133072,0.2171744311135,0,Confirmed
children_preschool,0.0790054543322166,0.0632342047779641,0,Confirmed
cafe_count_5000_price_1500,0.0783734324990345,0.212252474787055,0,Confirmed
ID_bus_terminal,0.077820293707845,0.0366446704453864,0,Confirmed
cafe_count_500_price_2500,0.0777856028462404,0.219345817108829,0,Confirmed
cafe_count_1500_price_2500,0.073974763824117,0.22987021055115,0,Confirmed
office_count_500,0.0694395413118007,0.196658669738849,0,Confirmed
children_school,0.0686735435184091,0.0791659048773301,0,Confirmed
church_count_2000,0.0668735960112067,0.223830037755826,0,Confirmed
fixed_basket,0.0647631984367788,-0.0782055925531909,0,Confirmed
cafe_count_3000_price_4000,0.0642457816580695,0.227672639523771,0,Confirmed
cafe_count_1500_na_price,0.0636356349541795,0.227556815407636,0,Confirmed
sport_count_1000,0.0595141985575627,0.178513849063216,0,Confirmed
cafe_count_2000_price_1500,0.0584879088216858,0.231705519070148,0,Confirmed
average_provision_of_build_contract_moscow,0.0578632523519018,-0.0535231428681027,0,Confirmed
7_14_female,0.0560213222733308,0.081503910263378,0,Confirmed
deposits_value,0.0559497309411023,-0.077292964550706,0,Confirmed
office_count_1000,0.0557107248988373,0.217082115345624,0,Confirmed
16_29_female,0.054476658261503,0.0153286837793459,0,Confirmed
office_sqm_3000,0.0539738249023218,0.198249434968462,0,Confirmed
church_count_3000,0.0529834044861932,0.224856436216897,0,Confirmed
preschool_quota,0.0509718500885664,0.0526118395681126,0.21723966118585,Confirmed
build_count_panel,0.045973714486686,0.0356553489349956,0.162824849867569,Confirmed
market_count_2000,0.0448339245008461,0.0596424915683256,0,Confirmed
cafe_count_1500_price_1500,0.0434648507524265,0.231352668084646,0,Confirmed
culture_objects_top_25,0.0432318106545139,,0,Confirmed
railroad_1line,0.0415426382128174,,0,Confirmed
cafe_count_5000_price_500,0.0411636166123565,0.209804491684104,0,Confirmed
young_female,0.0402192297174654,0.0731242878117071,0,Confirmed
16_29_all,0.0396410486907227,0.0154614645633458,0,Confirmed
cafe_count_500_price_500,0.0385973030435926,0.218757258721706,0,Confirmed
preschool_education_centers_raion,0.037367802931565,0.064006177571636,0,Confirmed
detention_facility_raion,0.0361036856115669,,0,Tentative
ecology,0.0347496372044792,,0,Confirmed
cafe_avg_price_1000,0.0347402095393298,0.0787721703918348,0.203131146251278,Confirmed
real_dispos_income_per_cap_growth,0.0343558112235884,0.0918580334484196,0.28586788346052,Rejected
ekder_all,0.0342951942828229,0.0664864559679089,0,Confirmed
big_church_count_2000,0.0334825737391219,0.223380305308491,0,Confirmed
leisure_count_1500,0.0322847446897057,0.217988572396136,0,Confirmed
cafe_count_500,0.0318451798021133,0.225912077287105,0,Confirmed
office_count_1500,0.0272159015992046,0.224746325636158,0,Confirmed
average_provision_of_build_contract,0.0239419239151612,0.0648606026938835,0,Confirmed
grp,0.022387684930916,0.0953887629287705,0.28586788346052,Rejected
cafe_count_5000_price_4000,0.0204413139993615,0.210913847344568,0,Confirmed
thermal_power_plant_raion,0.0181414792783371,,0,Rejected
church_count_1000,0.0179219177954428,0.21918335286157,0,Confirmed
sport_count_500,0.0170589918197335,0.17556698477027,0,Confirmed
0_6_female,0.0148066636926262,0.0639967515753242,0,Confirmed
healthcare_centers_raion,0.0135888008547675,0.0910409370817631,0,Confirmed
cafe_count_2000_na_price,0.0121260396839254,0.229401444864268,0,Confirmed
big_church_count_500,0.0110179944143308,0.20968796273147,0,Confirmed
sewerage_share,0.0103857516202468,0.0938824126665121,0.28586788346052,Tentative
big_road1_1line,0.00816494724848293,,0,Confirmed
build_count_slag,0.0079419240447916,0.0449415022818346,0.162824849867569,Confirmed
church_count_500,0.00762005766429915,0.210681026991459,0,Confirmed
sport_count_2000,0.0065291736914219,0.1808634144367,0,Confirmed
cafe_count_1500_price_1000,0.00492993233681494,0.230174718990625,0,Confirmed
cafe_count_1500_price_4000,0.00458840043604984,0.222879018308552,0,Confirmed
cafe_count_500_price_1000,0.00306966250338298,0.196493247743275,0,Confirmed
university_top_20_raion,0.00276451549780398,0.171554147095842,0,Confirmed
marriages_per_1000_cap,0.00274043075949253,0.0944600323317673,0.28586788346052,Rejected
office_count_5000,0.00204646622013331,0.207399458455589,0,Confirmed
cafe_count_2000_price_high,0.0018682244259018,0.219320029349458,0,Confirmed
0_17_male,0.00164527487584444,0.06921318429103,0,Confirmed
grp_growth,0.000963536839725893,0.0936579904428389,0.28586788346052,Tentative
work_male,0,0.0586369995990756,0,Confirmed
